Drug_Name,Reason,Description,mildness
Eslo Tel 5mg Tablet 10'SEslo Tel 5mg Tablet 15'SEslo Tel 2.5mg Tablet 15'SEslo Tel 2.5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Esloril 2.5/2.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Eslotel 40/2.5mg Tablet 10'SEslotel 40/5mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
ESMOCARD 100mg Injection 10ml,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,moderate
Esocard 100mg Injection 10ml,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,moderate
Espin 2.5mg Tablet 10'SEspin 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Espin AT Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Espin H Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Espin LT Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Espin MT Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Espin TM Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Etoril 5mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Etoril H 5mg Tablet 10'SEtoril H 2.5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
ETOTAN 50mg Tablet 10'sETOTAN 25mg Tablet 10's,Hypertension,lower high blood pressure (hypertension),moderate
ETOTAN AT Tablet 10's,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
ETOTAN H 25mg Tablet 10'sETOTAN H 50mg Tablet 10's,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,moderate
ETOTAN R 5mg Tablet 10'sETOTAN R 2.5mg Tablet 10's,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,moderate
Evimeto 50mg Tablet 10'SEvimeto 25mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Evimeto AM 50/5mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Eviper 4mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Eviper D Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Exlodep 5mg Tablet 20'S,Hypertension,lower high blood pressure (hypertension),moderate
Extel 40mg Tablet 10'SExtel 80mg Tablet 10'SExtel 20mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Extel AM 40/5mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Extel CT 80/12.5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Extel CT Forte 40/12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Felogard 2.5mg Tablet 10'SFelogard 10mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Fenoxene 50mg Injection 1mlFenoxene 10mg Capsule 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,moderate
FIMAGEN 60mg Tablet 10'sFIMAGEN 120mg Tablet 10's,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,moderate
FIMANTA 120mg Tablet 10'sFIMANTA 60mg Tablet 10's,Hypertension,lower high blood pressure (hypertension),moderate
FLOFRE 20mg Tablet 10'sFLOFRE 10mg Injection 2ml,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Flothal 12.5mg Tablet 10'SFlothal 6.25mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Flury P Capsule 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Flury P Forte Capsule 10'S,Hypertension,lower high blood pressure (hypertension),moderate
FONTEL 80mg Tablet 10'sFONTEL 40mg Tablet 15's,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
FONTEL MT 50mg Tablet 10's,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
FONTEL MT25 Tablet 10's,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Forticard 5/50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Fosinace 10mg Tablet 10'SFosinace 20mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Fovas 20mg Tablet 10'SFovas 10mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,moderate
G Ten 50mg Tablet 14'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,moderate
Gabafit 150mg Capsule 10'SGabafit 100mg Capsule 10'S,Hypertension,lower high blood pressure (hypertension),moderate
GB Lin 150mg Capsule 10'SGB Lin 75mg Capsule 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Geotel 40Mg Tablet 10's,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Geotel H Tablet 10's,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Gericard 50/5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Giftan 50mg Tablet 10'SGiftan 25mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Giftan HC Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Gloritel 40mg Tablet 10'SGloritel 80mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Gloritel AM 80/5mg Tablet 10'SGloritel AM 40/5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Gloritel CT 40/12.5mg Tablet 10'SGloritel CT 80/12.5mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Gloritel H 40/12.5mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,moderate
Gloritel M 40/25mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,moderate
Gravidol 100mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Gudpres AM 50mg Tablet 10'SGudpres AM 25mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Gudpres XL 25mg Capsule 10'SGudpres XL 50mg Capsule 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Gynapres 250mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Heartace 10mg Tablet 10'SHeartace 2.5mg Tablet 10'SHeartace 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Hhtelm 40mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Hhtelm H Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Hibesor 25mg Tablet 14'SHibesor 50mg Tablet 14'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Hipres 100mg Tablet 14'SHipres 25mg Tablet 14'SHipres 100mg Tablet 10'SHipres 50mg Tablet 14'S,Hypertension,lower high blood pressure (hypertension),moderate
Hipres D Capsule 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Hipril 5mg Tablet 10'SHipril 10mg Tablet 10'SHipril 2.5mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,moderate
Hipril A Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,moderate
Hitarget R Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Hopace 2.5mg Capsule 15'SHopace H 5mg Capsule 10'SHopace 5mg Capsule 10'SHopace 10mg Tablet 10'SHopace 1.25mg Capsule 10'SHopace 10mg Tablet 15'SHopace 2.5mg Capsule 10'SHopace 1.25mg Tablet 10'SHopace 5mg Tablet 15'SHopace 2.5mg Tablet 10'SHopace 10mg Capsule 10'SHopace 5mg Capsule 15'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Hopace AM 5mg Capsule 10'SHopace AM 5/2.5mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Hopace H 2.5mg Capsule 10'SHopace H 10mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Hopace MT 50mg Tablet 7'S,Hypertension,lower high blood pressure (hypertension),moderate
Hopecard 5mg Capsule 10'SHopecard 1.25mg Capsule 10'SHopecard 2.5mg Capsule 10'SHopecard H 2.5/12.5mg Capsule 10'SHopecard 10mg Capsule 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Hopecard AM 5/2.5mg Capsule 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Hopecard H 5/12.5mg Capsule 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Hoperam 2.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Hyarbi 40mg Tablet 10'SHyarbi 80mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Hybreed 40mg Tablet 10'SHybreed 20mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,moderate
Hybreed AM Forte Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,moderate
Hydrace 2.5/12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Hydralazine Hydrochloride 20mg Injection 1'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Hypercin 1mg Tablet 10'SHypercin 5mg Tablet 10'SHypercin 2mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Hypernil 5mg Tablet 15'SHypernil 10mg Tablet 15'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Hypertel 40Mg Tablet 10'sHypertel 20Mg Tablet 10's,Hypertension,lower high blood pressure (hypertension),moderate
Hypertel Am 40Mg Tablet 10's,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Hypertel H 40Mg Tablet 10's,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Hytel H Tablet 10'SHytel 20mg Tablet 10'SHytel 80mg Tablet 10'SHytel 40mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Hytel AM Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Hytel AM Forte Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Hytel C Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,moderate
Hytel C Forte Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,moderate
Hytel H Forte Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Hytel R 2.5mg Tablet 10'SHytel R 5mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Hytrin 1mg Tablet 10'SHytrin 2mg Tablet 10'SHytrin 5mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Hytrol 5mg Tablet 10Hytrol 10mg Tablet 10Hytrol 2.5mg Tablet 10,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Hytrol AM Capsule 10'S,Hypertension,lower high blood pressure (hypertension),moderate
HYZIDE 12.5mg Tablet 10'sHyzide 25mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Ibatmos Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,moderate
Ibcil 10mg Tablet 10'SIbcil 5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,moderate
Ibcil M 25mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),moderate
Ibitan 5mg Tablet 6'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),moderate
Ibmide 20mg Tablet 10'SIbmide 10mg Tablet 10'SIbmide 5mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,moderate
